,City,2017,2018,2019,2020,2021,2022_pred,2023_pred,2024_pred,Count,recomm_2022,diff_2022,recomm_2023,diff_2023,recomm_2024,diff_2024
1073,Wattwil,10.0,14.0,24.0,30.0,54.0,83.0,128.0,198.0,3.0,5.0,2.0,8.0,3.0,12.0,4.0
1074,Weesen,5.0,5.0,8.0,13.0,23.0,34.0,52.0,77.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0
1075,Weggis,10.0,14.0,20.0,32.0,45.0,66.0,96.0,140.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1076,Weinfelden,33.0,35.0,63.0,96.0,146.0,216.0,318.0,470.0,3.0,4.0,1.0,6.0,2.0,9.0,3.0
1077,Weiningen ZH,,,,,,,,,1.0,,,,,,
1078,Weissbad,,,,,,,,,2.0,,,,,,
1079,Wettingen,21.0,29.0,59.0,96.0,154.0,256.0,425.0,707.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1080,Wetzikon,,,,,,,,,4.0,,,,,,
1081,Widen,6.0,7.0,13.0,23.0,36.0,57.0,91.0,145.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1082,Wil,,,,,,,,,16.0,,,,,,
1083,Wilderswil,2.0,2.0,3.0,2.0,9.0,17.0,33.0,63.0,1.0,2.0,1.0,4.0,2.0,8.0,4.0
1084,Wildhaus,,,,,,,,,2.0,,,,,,
1085,Willisau,8.0,10.0,17.0,22.0,44.0,69.0,107.0,167.0,4.0,6.0,2.0,9.0,3.0,14.0,5.0
1086,Windisch,12.0,20.0,30.0,39.0,58.0,86.0,129.0,191.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
1087,Winterthur,173.0,232.0,389.0,586.0,830.0,1233.0,1831.0,2719.0,13.0,19.0,6.0,28.0,9.0,42.0,14.0
1088,Winterthur ,,,,,,,,,1.0,,,,,,
1089,Winznau,1.0,1.0,2.0,5.0,8.0,14.0,25.0,45.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
1090,Wittenbach,8.0,12.0,18.0,35.0,75.0,133.0,235.0,417.0,3.0,5.0,2.0,9.0,4.0,16.0,7.0
1091,Wohlen,,,,,,,,,4.0,,,,,,
1092,Wolfenschiessen,4.0,4.0,6.0,9.0,11.0,14.0,19.0,24.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1093,Wolhusen,2.0,5.0,14.0,18.0,27.0,55.0,110.0,223.0,1.0,2.0,1.0,4.0,2.0,8.0,4.0
1094,Worb,10.0,15.0,28.0,43.0,72.0,118.0,195.0,320.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1095,Wyssachen,2.0,3.0,8.0,9.0,13.0,22.0,37.0,62.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1096,Wädenswil,44.0,56.0,91.0,143.0,243.0,375.0,578.0,891.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1097,Wäldi,2.0,2.0,6.0,12.0,14.0,25.0,45.0,81.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
1098,Wünnewil-Flamatt,5.0,11.0,13.0,15.0,27.0,43.0,68.0,107.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1099,Würenlingen,9.0,6.0,8.0,12.0,31.0,47.0,72.0,109.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1100,Yverdon-les-Bains,26.0,30.0,52.0,76.0,144.0,225.0,351.0,548.0,14.0,22.0,8.0,34.0,12.0,53.0,19.0
1101,Yvonand,5.0,7.0,7.0,15.0,29.0,47.0,76.0,123.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1102,Zeneggen,0.0,1.0,1.0,3.0,5.0,inf,inf,inf,2.0,inf,inf,,,,
1103,Zernez,1.0,1.0,2.0,5.0,5.0,8.0,13.0,21.0,4.0,6.0,2.0,10.0,4.0,16.0,6.0
1104,Ziegelbrücke,,,,,,,,,3.0,,,,,,
1105,Zillis,,,,,,,,,1.0,,,,,,
1106,Zinal,,,,,,,,,2.0,,,,,,
1107,Zizers,6.0,9.0,12.0,20.0,30.0,45.0,68.0,101.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0
1108,Zofingen,16.0,18.0,34.0,60.0,91.0,143.0,225.0,355.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1109,Zollikon,41.0,54.0,75.0,113.0,169.0,241.0,344.0,491.0,3.0,4.0,1.0,6.0,2.0,9.0,3.0
1110,Zuchwil,7.0,7.0,16.0,19.0,53.0,96.0,175.0,317.0,4.0,7.0,3.0,13.0,6.0,24.0,11.0
1111,Zug,125.0,172.0,232.0,333.0,471.0,656.0,915.0,1275.0,21.0,29.0,8.0,40.0,11.0,56.0,16.0
1112,Zumikon,21.0,23.0,40.0,62.0,94.0,139.0,205.0,302.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1113,Zuoz,1.0,1.0,3.0,5.0,9.0,17.0,31.0,59.0,2.0,4.0,2.0,7.0,3.0,13.0,6.0
1114,Zuzwil,,,,,,,,,3.0,,,,,,
1115,Zweidlen,,,,,,,,,1.0,,,,,,
1116,Zweisimmen,3.0,5.0,7.0,11.0,15.0,23.0,34.0,51.0,6.0,9.0,3.0,13.0,4.0,20.0,7.0
1117,Zürich,815.0,940.0,1392.0,2036.0,3017.0,4208.0,5868.0,8185.0,39.0,54.0,15.0,75.0,21.0,105.0,30.0
